Title,Published_date,Views,Likes,Categories,Comments,Category_id,Source,Title_id
The Actual Signifiers of Wealth,2024-11-20,65742,5384,Howto & Style,114,26,YoutubeAPI,430
Stop Idolizing People Who Wouldn’t Sit Next to You,2024-11-20,45566,4932,Howto & Style,172,26,YoutubeAPI,431
Success = Hard Work + Luck (Let’s Be Honest),2024-11-20,64411,6474,Howto & Style,151,26,YoutubeAPI,432
no ethical consumption under capitalism lol,2024-11-20,297474,20563,Howto & Style,1868,26,YoutubeAPI,433
Not All Therapy is Created Equal,2024-11-20,44305,3126,Howto & Style,131,26,YoutubeAPI,434
Being a woman with zero financial literacy isn’t chic!,2024-11-20,79384,7130,Howto & Style,186,26,YoutubeAPI,435
we need to have a serious conversation,2024-11-20,338966,26515,Howto & Style,2604,26,YoutubeAPI,436
Tipping Culture is Broken,2024-11-20,3365,307,Howto & Style,6,26,YoutubeAPI,437
Tipping Culture Is Completely Broken,2024-11-20,298571,4728,Howto & Style,795,26,YoutubeAPI,438
Debunking Parenthood as a “Must”,2024-11-20,99995,6663,Howto & Style,274,26,YoutubeAPI,439
Pretty Privilege in the Workplace,2024-11-20,33973,1829,Howto & Style,48,26,YoutubeAPI,440
How to be a Better Consumer,2024-11-20,84601,5394,Howto & Style,98,26,YoutubeAPI,441
"Toxic Wedding Culture, MLM Propaganda, And Moving Beyond Cheap Decor: An Audience Q&A",2024-11-20,66602,2343,Howto & Style,229,26,YoutubeAPI,442
Some thoughts on beauty as currency (and better long-term investments),2024-11-20,64860,5711,Howto & Style,145,26,YoutubeAPI,443
Why It Feels Like You’ll Never Catch Up,2024-11-20,13920,843,Howto & Style,15,26,YoutubeAPI,444
Supporting You With Your 2025 Money Resolutions,2024-11-20,8501,349,Howto & Style,6,26,YoutubeAPI,445
Why It Feels Like You’ll Never Catch Up,2024-11-20,492781,2962,Howto & Style,193,26,YoutubeAPI,444
What is sex?: Sex Ed #1,2024-11-20,308592,6381,Education,188,27,YoutubeAPI,446
Crash Course Sex Ed Preview,2024-11-20,119757,4966,Education,196,27,YoutubeAPI,447
Religions and Pop Culture: Crash Course Religions #24,2024-11-20,83815,5835,Education,308,27,YoutubeAPI,448
What Does Religious Freedom Mean?: Crash Course Religions #23,2024-11-20,81061,5061,Education,73,27,YoutubeAPI,449
Visions of the End of the World: Crash Course Religions #22,2024-11-20,108028,5845,Education,91,27,YoutubeAPI,450
The Power of Political Recognition,2024-11-20,37455,2449,Education,56,27,YoutubeAPI,451
What Does Race Have to Do with Religion?: Crash Course Religions #21,2024-11-20,85404,5535,Education,0,27,YoutubeAPI,452
Should Art Be Political?,2024-11-20,42056,2337,Education,120,27,YoutubeAPI,453
What Do Sex and Gender Have to Do with Religion?: Crash Course Religions #20,2024-11-20,130880,7485,Education,0,27,YoutubeAPI,454
Is Utopia Actually Possible?,2024-11-20,56027,2944,Education,89,27,YoutubeAPI,455
Are Science and Religion Compatible?: Crash Course Religions #19,2024-11-20,110120,6072,Education,0,27,YoutubeAPI,456
Philosophies of Punishment & The Prison Abolition Movement,2024-11-20,62494,3393,Education,163,27,YoutubeAPI,457
"Religion, Spirituality, and the Supernatural: Crash Course Religions #18",2024-11-20,96623,5286,Education,57,27,YoutubeAPI,458
Political Cosmopolitanism,2024-11-20,58132,3048,Education,75,27,YoutubeAPI,459
Death and Afterlife Across Religions: Crash Course Religions #17,2024-11-20,124859,6778,Education,87,27,YoutubeAPI,460
"What is Feminism, and Where Does it Go From Here?",2024-11-20,71489,4020,Education,164,27,YoutubeAPI,461
Who Speaks for a Religion?: Crash Course Religions #16,2024-11-20,96687,5196,Education,132,27,YoutubeAPI,462
A World Without Governments? Anarchism Explained,2024-11-20,186621,10762,Education,531,27,YoutubeAPI,463
Who Was Karl Marx? And Why Is Everyone Still Talking About Him?,2024-11-20,204885,10394,Education,550,27,YoutubeAPI,464
What Does Ritual Have to Do with Religion?: Crash Course Religions #15,2024-11-20,92791,5111,Education,35,27,YoutubeAPI,465
What does Machiavellian mean?,2024-11-20,95407,4982,Education,189,27,YoutubeAPI,466
How Do Religious Texts Work?: Crash Course Religions #14,2024-11-20,128151,6529,Education,81,27,YoutubeAPI,467
What Are the Rules of War? Just War Theory,2024-11-20,77953,3517,Education,169,27,YoutubeAPI,468
Is Atheism a Religion?: Crash Course Religions #13,2024-11-20,179655,9980,Education,45,27,YoutubeAPI,469
"Confucianism, Buddhism, and Daoism: Chinese Popular Religion",2024-11-20,164283,7728,Education,66,27,YoutubeAPI,470
"Identity politics: the good, the bad, and the… hotly contested",2024-11-20,73797,3193,Education,74,27,YoutubeAPI,471
Religions of the African Diaspora: Crash Course Religions #11,2024-11-20,149387,7796,Education,92,27,YoutubeAPI,472
What Does Liberalism Mean?,2024-11-20,89148,4217,Education,73,27,YoutubeAPI,473
The History and Practice of Islam on Earth and Beyond: Crash Course Religions #10,2024-11-20,215579,11113,Education,0,27,YoutubeAPI,474
"Where Did Democracy Come From, and Does It Still Work?",2024-11-20,100602,5368,Education,26,27,YoutubeAPI,475
"Sacrifice, Redemption, and Miracles: The Story of Christianity: Crash Course Religions #9",2024-11-20,210786,8980,Education,87,27,YoutubeAPI,476
Crash Course Political Theory Preview,2024-11-20,82499,4566,Education,129,27,YoutubeAPI,477
What Does it Mean to Be Jewish: Crash Course Religions #8,2024-11-20,255370,10521,Education,0,27,YoutubeAPI,478
Can a River Be A Person? | Indigenous Traditions: Crash Course Religions #7,2024-11-20,123469,6770,Education,57,27,YoutubeAPI,479
"Life, the Universe, and the Buddha: Crash Course Religions #6",2024-11-20,223656,10299,Education,157,27,YoutubeAPI,480
The Infinite Stories of Hinduism: Crash Course Religions #5,2024-11-20,238291,10971,Education,0,27,YoutubeAPI,481
What’s the Difference Between Religion and Magic? | Crash Course Religions #4,2024-11-20,206121,11653,Education,74,27,YoutubeAPI,482
What is the Future of Art?,2024-11-20,47696,2414,Education,98,27,YoutubeAPI,483
What's the Difference Between Cults and Religion?: Crash Course Religions #3,2024-11-20,371153,20182,Education,455,27,YoutubeAPI,484
"The Importance of Preserving, Restoring, & Conserving Art",2024-11-20,60283,2821,Education,53,27,YoutubeAPI,485
How Many Religions Are There?: Crash Course Religions #2,2024-11-20,221771,11671,Education,140,27,YoutubeAPI,486
Does Defacing Art = Activism?,2024-11-20,50988,2632,Education,21,27,YoutubeAPI,487
How It All Ends | Crash Course Pods: The Universe #11,2024-11-20,50871,1691,Education,228,27,YoutubeAPI,488
What Even IS a Religion?: Crash Course Religions #1,2024-11-20,250907,15512,Education,310,27,YoutubeAPI,489
Why Is Art So Expensive?,2024-11-20,52774,2258,Education,44,27,YoutubeAPI,490
Making of Crash Course: Live Sound Design with the Team! #Learnathon2024,2024-11-20,16861,295,Education,3,27,YoutubeAPI,491
Crash Course Religions Preview,2024-11-20,242615,18456,Education,812,27,YoutubeAPI,492
Is AI-Generated Art Original? (Authenticity & Originality),2024-11-20,62285,2838,Education,104,27,YoutubeAPI,493
The Future | Crash Course Pods: The Universe #10,2024-11-20,41402,1360,Education,109,27,YoutubeAPI,494
"Graffiti, Street Art & Murals: What We Learn from Public Art",2024-11-20,55447,2271,Education,43,27,YoutubeAPI,495
Tens of millions of Americans under red flag warnings for fire danger,2024-11-20,5459,133,News & Politics,110,25,YoutubeAPI,496
Legal battle continues over Trump administration’s deportations,2024-11-20,18781,333,News & Politics,414,25,YoutubeAPI,497
Israel launches ‘extensive strikes’ in Gaza,2024-11-20,8391,124,News & Politics,121,25,YoutubeAPI,498
Who will inherit Gene Hackman’s $80 million estate?,2024-11-20,8559,151,News & Politics,68,25,YoutubeAPI,499
Who invented the March Madness bracket?,2024-11-20,273,4,News & Politics,1,25,YoutubeAPI,500
JFK assassination files to be released,2024-11-20,4825,79,News & Politics,71,25,YoutubeAPI,501
"Nightline Full Broadcast — Monday, March 17, 2025",2024-11-20,1159,32,News & Politics,8,25,YoutubeAPI,502
"LIVE: ABC News Live - Tuesday, March 18",2024-11-20,27367,267,News & Politics,0,25,YoutubeAPI,503
WH to Judge: Who Are You to Judge Me??,2024-11-20,1169,26,News & Politics,15,25,YoutubeAPI,504
"ABC News Live Prime Full Episode - Monday, March 17",2024-11-20,82793,441,News & Politics,117,25,YoutubeAPI,505
"LIVE: ABC News Live - Monday, March 17",2024-11-20,101864,478,News & Politics,0,25,YoutubeAPI,506
"ABC World News Tonight with David Muir Full Broadcast - March 17, 2025",2024-11-20,547371,7192,News & Politics,1228,25,YoutubeAPI,507
"Israel hits Gaza with 'extensive strikes,' killing dozens and ending ceasefire",2024-11-20,4647,44,News & Politics,17,25,YoutubeAPI,508
Texas community comes together to find new solutions to end infant mortality,2024-11-20,3368,33,News & Politics,14,25,YoutubeAPI,509
"ABC Audio, ‘20/20’ launch 3 new true crime podcasts",2024-11-20,854,16,News & Politics,4,25,YoutubeAPI,510
Police: Man rescued after 2 decades of being captive in small room by his stepmother,2024-11-20,9230,92,News & Politics,55,25,YoutubeAPI,511
"Israel breaks ceasefire, conducts 'extensive strikes' in Gaza",2024-11-20,72764,783,News & Politics,835,25,YoutubeAPI,512
The Youngbloods singer Jesse Colin Young dies at 83,2024-11-20,7755,115,News & Politics,8,25,YoutubeAPI,513
40 tornadoes confirmed in 11 states since Friday,2024-11-20,64557,808,News & Politics,539,25,YoutubeAPI,514
Wing of Delta plane strikes runway during landing attempt at NYC Airport,2024-11-20,71914,600,News & Politics,726,25,YoutubeAPI,515
Trump says JFK assassination files will be released Tuesday,2024-11-20,10982,230,News & Politics,128,25,YoutubeAPI,516
"Pentagon spokesman warns Houthis: 'If you shoot at American troops, there will be consequences'",2024-11-20,80162,1055,News & Politics,656,25,YoutubeAPI,517
Trump says JFK files will be released on Tuesday,2024-11-20,10412,108,News & Politics,166,25,YoutubeAPI,518
Rhode Island representative says 'no one' take legal advice from Trump,2024-11-20,3283,50,News & Politics,27,25,YoutubeAPI,519
Has the Trump administration defied a court order?,2024-11-20,6098,96,News & Politics,123,25,YoutubeAPI,520
Chicago celebrates St. Patrick’s Day as the Chicago River flows green,2024-11-20,3248,42,News & Politics,1,25,YoutubeAPI,521
Trump’s border czar Tom Homan defends deportation flights,2024-11-20,5221,43,News & Politics,19,25,YoutubeAPI,522
Defense Department briefing from the Pentagon 3/17,2024-11-20,18348,446,News & Politics,81,25,YoutubeAPI,523
"Trump and Putin to speak Tuesday amid efforts to end Russia-Ukraine war, Trump says",2024-11-20,46156,270,News & Politics,377,25,YoutubeAPI,524
White House Press Briefing 3/17,2024-11-20,37516,752,News & Politics,341,25,YoutubeAPI,525
White House press secretary Karoline Leavitt defends deportation flights despite judge's order,2024-11-20,88106,599,News & Politics,856,25,YoutubeAPI,526
Adam Kinzinger blasts Trump's claims Jan. 6th committee pardons were 'void',2024-11-20,32890,722,News & Politics,590,25,YoutubeAPI,527
"Good Morning America Full Broadcast — Monday, March 17, 2025",2024-11-20,54128,501,News & Politics,54,25,YoutubeAPI,528
New season of '20/20' limited series ‘Bad Romance’ returns March 25th on ABC,2024-11-20,953,22,News & Politics,1,25,YoutubeAPI,529
"Tornado devastates Talladega, Alabama, damaging landmarks",2024-11-20,24954,100,News & Politics,75,25,YoutubeAPI,530
Weak retail sales report fuels economic concerns,2024-11-20,10349,103,News & Politics,164,25,YoutubeAPI,531
Trump not lawfully using Alien Enemies Act for deportations: Attorney,2024-11-20,6765,91,News & Politics,213,25,YoutubeAPI,532
Wholesale egg prices drop for 3rd straight week,2024-11-20,5695,83,News & Politics,91,25,YoutubeAPI,533
Tensions with Iran rise after US attacks against Houthi rebels,2024-11-20,37572,316,News & Politics,368,25,YoutubeAPI,534
Dominican officials question man in missing student probe,2024-11-20,24897,133,News & Politics,158,25,YoutubeAPI,535
Trump administration ignores federal judge’s directive in deportation case,2024-11-20,53205,780,News & Politics,1423,25,YoutubeAPI,536
At least 40 dead as severe weather and wind-driven wildfires sweep through US,2024-11-20,107231,1057,News & Politics,779,25,YoutubeAPI,537
Man lost at sea for 95 days returns home,2024-11-20,11503,116,News & Politics,24,25,YoutubeAPI,538
Starbucks ordered to pay $50M over tea burns,2024-11-20,25289,176,News & Politics,244,25,YoutubeAPI,539
Mid-Air Standoff: Why the White House Ignored a Judge,2024-11-20,2968,56,News & Politics,35,25,YoutubeAPI,540
Chicago river dyed green for St. Patrick's Day #chicago #stpatricksday,2024-11-20,6476,242,News & Politics,20,25,YoutubeAPI,541
"ABC World News Tonight Full Broadcast – March 16, 2025",2024-11-20,737290,7504,News & Politics,1242,25,YoutubeAPI,542
Officials seize passport of man believed to have last seen drowned US student,2024-11-20,62213,377,News & Politics,201,25,YoutubeAPI,543
Houthis vow to respond after U.S. strikes,2024-11-20,364586,2306,News & Politics,2126,25,YoutubeAPI,544
Trump administration deports hundreds amid ongoing battle over immigration,2024-11-20,114242,1129,News & Politics,1115,25,YoutubeAPI,545
Flow On The Go - 15 Minute Yoga Practice,2024-11-20,219687,7970,Howto & Style,294,26,YoutubeAPI,546
Yoga For Tennis Players,2024-11-20,1992,303,Howto & Style,32,26,YoutubeAPI,547
Yoga for Your Core | Hands Free,2024-11-20,306859,7977,Howto & Style,358,26,YoutubeAPI,548
Balloon Breath,2024-11-20,139297,3973,Howto & Style,240,26,YoutubeAPI,549
Prana - Day 8 Bonus!,2024-11-20,272979,8611,Howto & Style,1064,26,YoutubeAPI,550
Prana - Day 7,2024-11-20,390586,11763,Howto & Style,1034,26,YoutubeAPI,551
Prana - Day 6,2024-11-20,418781,11474,Howto & Style,544,26,YoutubeAPI,552
Prana - Day 5,2024-11-20,452645,12765,Howto & Style,799,26,YoutubeAPI,553
Prana - Day 4,2024-11-20,526033,13931,Howto & Style,684,26,YoutubeAPI,554
Prana - Day 3,2024-11-20,565514,16120,Howto & Style,869,26,YoutubeAPI,555
Prana - Day 2,2024-11-20,732455,19079,Howto & Style,1109,26,YoutubeAPI,556
Prana - Day 1,2024-11-20,1285314,32642,Howto & Style,2043,26,YoutubeAPI,557
Intro to Prana 7-Day Yoga Series,2024-11-20,132228,6108,Howto & Style,154,26,YoutubeAPI,558
Yoga for Digestion - Bija Practice,2024-11-20,266866,7707,Howto & Style,347,26,YoutubeAPI,559
Prana - A 7 Day Yoga Journey,2024-11-20,457117,18362,Howto & Style,1007,26,YoutubeAPI,560
Yoga For Seasonal Affective Disorder,2024-11-20,376582,9807,Howto & Style,460,26,YoutubeAPI,561
Restorative Yoga | Gratitude,2024-11-20,254309,6642,Howto & Style,372,26,YoutubeAPI,562
Turn The Page Meditation,2024-11-20,219907,7344,Howto & Style,550,26,YoutubeAPI,563
Yoga For Lizards,2024-11-20,327410,12782,Howto & Style,1315,26,YoutubeAPI,564
Yoga for Overthinking | 30 Minute Yoga Practice,2024-11-20,808731,18869,Howto & Style,758,26,YoutubeAPI,565
Morning Mobility Yoga | Wake Up and Stretch!,2024-11-20,3142717,54451,Howto & Style,1470,26,YoutubeAPI,566
Morning Wake Up Meditation,2024-11-20,346948,9210,Howto & Style,426,26,YoutubeAPI,567
Healing Yoga Break,2024-11-20,947701,16843,Howto & Style,714,26,YoutubeAPI,568
Bee Breath | Bhramari Pranayama,2024-11-20,269560,7658,Howto & Style,540,26,YoutubeAPI,569
Regulate Your Nervous System    #anxiety #panicattack #fightorflight,2024-11-20,117723,4646,Howto & Style,50,26,YoutubeAPI,570
Regulate Your Nervous System | 15 Minute Yoga Practice,2024-11-20,937366,20000,Howto & Style,656,26,YoutubeAPI,571
Power And Balance | 30-Minute Yoga Practice,2024-11-20,952724,19225,Howto & Style,722,26,YoutubeAPI,572
New Moon Yoga,2024-11-20,579168,11576,Howto & Style,636,26,YoutubeAPI,573
Yoga For Your Calves (and Ankles),2024-11-20,478062,10567,Howto & Style,540,26,YoutubeAPI,574
Yoga Flow For Beginners |  Intro To Flow,2024-11-20,655468,14297,Howto & Style,430,26,YoutubeAPI,575
Morning Hip Release | 15 Minute Yoga Practice,2024-11-20,1628738,26986,Howto & Style,612,26,YoutubeAPI,576
Lower Body Strength | 30 Minute Yoga Practice,2024-11-20,694983,14127,Howto & Style,445,26,YoutubeAPI,577
Yoga For Abdominal Strength,2024-11-20,692948,13829,Howto & Style,438,26,YoutubeAPI,578
10 Minute Full Body Stretch,2024-11-20,2896564,41915,Howto & Style,829,26,YoutubeAPI,579
Chest & Upper Body Opening Flow,2024-11-20,737400,15418,Howto & Style,657,26,YoutubeAPI,580
Quad Release - 15 minute Yoga Practice,2024-11-20,656935,11742,Howto & Style,392,26,YoutubeAPI,581
Yoga For Tired Feet - 14 Minute Yoga Practice,2024-11-20,408247,9025,Howto & Style,378,26,YoutubeAPI,582
Flow - Day 31 - Epilogue,2024-11-20,252223,10544,Howto & Style,1053,26,YoutubeAPI,583
Flow - Day 30 - Flow,2024-11-20,599891,15442,Howto & Style,3665,26,YoutubeAPI,584
Flow - Day 29 - Trust,2024-11-20,610124,13752,Howto & Style,1016,26,YoutubeAPI,585
Flow - Day 28 - Intuit,2024-11-20,637039,14173,Howto & Style,792,26,YoutubeAPI,586
Flow - Day 27 - Speak,2024-11-20,653191,14874,Howto & Style,850,26,YoutubeAPI,587
Flow - Day 26 - Open,2024-11-20,718978,15081,Howto & Style,796,26,YoutubeAPI,588
Flow - Day 25 - Action,2024-11-20,668185,14707,Howto & Style,859,26,YoutubeAPI,589
Flow - Day 24 - Create,2024-11-20,681050,14835,Howto & Style,763,26,YoutubeAPI,590
Flow - Day 23 - Root,2024-11-20,719358,16054,Howto & Style,886,26,YoutubeAPI,591
Flow - Day 22 - Truth,2024-11-20,694837,15457,Howto & Style,973,26,YoutubeAPI,592
Flow - Day 21 - Curious,2024-11-20,736851,15807,Howto & Style,1039,26,YoutubeAPI,593
Flow - Day 20 - Inward,2024-11-20,815812,17016,Howto & Style,995,26,YoutubeAPI,594
Flow - Day 19 - Ride,2024-11-20,780494,17299,Howto & Style,1104,26,YoutubeAPI,595
The simple math behind paying off debt versus investing #shorts,2024-11-20,33495,1341,News & Politics,37,25,YoutubeAPI,596
"Tim Walz, live at SXSW with Today, Explained",2024-11-20,32328,1055,News & Politics,213,25,YoutubeAPI,597
How to balance paying debt vs. investing,2024-11-20,236344,7439,News & Politics,394,25,YoutubeAPI,598
How AI helps Hollywood de-age actors,2024-11-20,38470,1110,News & Politics,25,25,YoutubeAPI,599
Why the US has birthright citizenship,2024-11-20,1243813,36642,News & Politics,3659,25,YoutubeAPI,600
The AI revolution is here. Can we build a Good Robot? #shorts,2024-11-20,29266,1026,Science & Technology,40,28,YoutubeAPI,601
Two charts show the crisis coming for our national parks #shorts #nationalparks #news,2024-11-20,45789,2112,News & Politics,56,25,YoutubeAPI,602
How the polar jetstream affects our winters,2024-11-20,28854,1422,Science & Technology,36,28,YoutubeAPI,603
What would it take for bird flu to become a pandemic? #shorts #birdflu #pandemic  #publichealth,2024-11-20,31486,1363,News & Politics,50,25,YoutubeAPI,604
How de-aging in movies got so good,2024-11-20,1169229,26989,Film & Animation,908,1,YoutubeAPI,605
How we know fingerprints are unique #shorts,2024-11-20,302331,18716,News & Politics,142,25,YoutubeAPI,606
Is it time to worry about bird flu?,2024-11-20,567032,19856,News & Politics,1262,25,YoutubeAPI,607
Are your fingerprints really unique?,2024-11-20,185660,6545,News & Politics,240,25,YoutubeAPI,608
These amazing color photos predate color film #shorts,2024-11-20,365338,45418,News & Politics,184,25,YoutubeAPI,609
Did you throw out your black plastic spatula? #shorts,2024-11-20,1063015,55723,News & Politics,1839,25,YoutubeAPI,610
"What wildfire ""containment"" really means #shorts",2024-11-20,109165,5331,News & Politics,72,25,YoutubeAPI,611
One reason movies are so dark now,2024-11-20,109971,6295,Film & Animation,123,1,YoutubeAPI,612
Should fluoride be in our water?,2024-11-20,434056,12302,News & Politics,1357,25,YoutubeAPI,613
"2024, in 4 minutes",2024-11-20,1354019,60586,News & Politics,3368,25,YoutubeAPI,614
What If You Could Beat The Clock On Limited Time Offers? [Partner content from Chime],2024-11-20,24336,358,News & Politics,15,25,YoutubeAPI,615
Vince Staples on the weird history of why we get paid every two weeks [Partner content from Chime],2024-11-20,100181,2178,News & Politics,230,25,YoutubeAPI,616
FIlmmakers love faking America in Vancouver,2024-11-20,26784,963,Entertainment,17,24,YoutubeAPI,617
How to see our end-of-year video early,2024-11-20,30629,1229,News & Politics,24,25,YoutubeAPI,618
The Problem with Payday Loans [Advertiser content from Chime],2024-11-20,15374,233,News & Politics,30,25,YoutubeAPI,619
Why your favorite movies fake their locations,2024-11-20,793062,17512,Entertainment,747,24,YoutubeAPI,620
Is your brain scamming you into making bad financial decisions? [Partner content from Chime],2024-11-20,35104,495,News & Politics,39,25,YoutubeAPI,621
"Trumpism is a movement, not just a moment | The Gray Area",2024-11-20,83500,2023,News & Politics,333,25,YoutubeAPI,622
How restaurants maximize profit #shorts,2024-11-20,681757,53457,News & Politics,339,25,YoutubeAPI,623
Why every restaurant has the same desserts,2024-11-20,1121229,22716,News & Politics,732,25,YoutubeAPI,624
Christina Ricci Leads A Scam-Stopping Power Team [Partner content from Zelle®],2024-11-20,46784,626,News & Politics,116,25,YoutubeAPI,625
The stunning success of vaccines in the US #shorts,2024-11-20,543726,44212,News & Politics,2419,25,YoutubeAPI,626
"Napoleon's missing hand, explained #shorts",2024-11-20,3207820,252602,News & Politics,1950,25,YoutubeAPI,627
Why one side of a hurricane is stronger #shorts,2024-11-20,80575,4463,News & Politics,30,25,YoutubeAPI,628
The Trump states that voted for abortion rights #shorts,2024-11-20,847067,49439,News & Politics,2637,25,YoutubeAPI,629
"America’s shift to the right, in data #shorts",2024-11-20,2232416,110114,News & Politics,5741,25,YoutubeAPI,630
How Trump’s second term will be different,2024-11-20,5391488,144070,News & Politics,20134,25,YoutubeAPI,631
What polls can actually tell us,2024-11-20,655815,16065,News & Politics,780,25,YoutubeAPI,632
Why the US banned Red 3,2024-11-20,435608,13282,News & Politics,654,25,YoutubeAPI,633
The secret ingredient in almost everything you eat,2024-11-20,160488,10009,Education,117,27,YoutubeAPI,634
"The ""dirty side"" of a hurricane, explained",2024-11-20,530053,14765,News & Politics,210,25,YoutubeAPI,635
The Gray Area | Ta-Nehisi Coates on visiting Palestine,2024-11-20,79249,2637,News & Politics,565,25,YoutubeAPI,636
Why some cheese is yellow,2024-11-20,473041,34446,Education,343,27,YoutubeAPI,637
The real reason cheese is yellow,2024-11-20,682682,21767,Education,685,27,YoutubeAPI,638
#ad Some folks want to silence YOUR Vote. Listen for more on voters rights.,2024-11-20,29940,696,News & Politics,38,25,YoutubeAPI,639
Are data centers a climate threat?,2024-11-20,192755,11709,News & Politics,203,25,YoutubeAPI,640
Can clean energy handle the AI boom?,2024-11-20,278327,8024,News & Politics,586,25,YoutubeAPI,641
How to support our journalism #shorts,2024-11-20,17334,621,News & Politics,11,25,YoutubeAPI,642
The Gray Area | Yuval Noah Harari on the AI revolution,2024-11-20,96478,2541,News & Politics,202,25,YoutubeAPI,643
The camera that changed photography forever #shorts,2024-11-20,54318,4312,News & Politics,23,25,YoutubeAPI,644
How Kodak invented the “snapshot”,2024-11-20,370565,14690,News & Politics,270,25,YoutubeAPI,645
This is the most common way to get head lice - Nazzy Pakpour,2024-11-20,125215,3842,Education,207,27,YoutubeAPI,646
The century-old technology that could change the world - Rachel Yang,2024-11-20,108110,5051,Education,287,27,YoutubeAPI,647
You might be surprised by what you'd find in your pores - M. Alejandra Perotti,2024-11-20,236149,8300,Education,395,27,YoutubeAPI,648
The tale of the brothers who outwitted the demon queen - Malay Bera,2024-11-20,226801,8773,Education,478,27,YoutubeAPI,649
"Which species would you get rid of? | Ada, Ep. 5",2024-11-20,137593,4897,Education,660,27,YoutubeAPI,650
How are microchips made? - George Zaidan and Sajan Saini,2024-11-20,305188,17386,Education,638,27,YoutubeAPI,651
"Can we actually control superintelligent AI? | Ada, Ep. 4",2024-11-20,159744,5853,Education,480,27,YoutubeAPI,652
"Can you ""see"" images in your mind? Some people can't - Adam Zeman",2024-11-20,1010447,32460,Education,2724,27,YoutubeAPI,653
"Should we get rid of pregnancy? | Ada, Ep. 3",2024-11-20,207592,7965,Education,1168,27,YoutubeAPI,654
The medieval legend of Tristan and Isolde - Iseult Gillespie,2024-11-20,236820,10433,Education,307,27,YoutubeAPI,655
"Would you sell your kidney for $100,000? | Ada, Ep. 2",2024-11-20,199392,7796,Education,491,27,YoutubeAPI,656
Why you feel stuck — and how to get motivated - Shannon Odell,2024-11-20,639566,32277,Education,555,27,YoutubeAPI,657
"How to survive the apocalypse | Ada, Ep. 1",2024-11-20,195638,7635,Education,415,27,YoutubeAPI,658
Is the Amazon Rainforest disappearing? - Anna Rothschild,2024-11-20,222206,9366,Education,348,27,YoutubeAPI,659
Have we reached the limit of computer power? - Sajan Saini and George Zaidan,2024-11-20,299940,12885,Education,449,27,YoutubeAPI,660
What actually causes high cholesterol? - Hei Man Chan,2024-11-20,899381,31546,Education,772,27,YoutubeAPI,661
The history of the world according to rats - Max G. Levy,2024-11-20,342056,11342,Education,315,27,YoutubeAPI,662
One of the most controversial medical procedures in history - Jenell Johnson,2024-11-20,617171,18555,Education,792,27,YoutubeAPI,663
The dark history of arsenic - Neil Bradbury,2024-11-20,434966,14343,Education,310,27,YoutubeAPI,664
A day in the life of a martial artist in medieval China -  Peter Lorge,2024-11-20,212134,8013,Education,196,27,YoutubeAPI,665
"Do you really need to take 10,000 steps a day? - Shannon Odell",2024-11-20,5897514,185842,Education,3003,27,YoutubeAPI,666
How some friendships last — and others don’t - Iseult Gillespie,2024-11-20,915602,35135,Education,697,27,YoutubeAPI,667
Why animals help each other - Ashley Ward,2024-11-20,331975,13254,Education,348,27,YoutubeAPI,668
Lady Meng Jiang: The legend of the woman who outwitted an evil emperor - Juwen Zhang,2024-11-20,417476,12390,Education,278,27,YoutubeAPI,669
How to make your stress work for you - Shannon Odell,2024-11-20,442313,16733,Education,315,27,YoutubeAPI,670
How scientists are creating real-life invisibility cloaks - Max G. Levy,2024-11-20,320517,9266,Education,367,27,YoutubeAPI,671
How are these fires burning underground? - Emma Bryce,2024-11-20,205856,7640,Education,237,27,YoutubeAPI,672
Why don’t companies want you to repair your stuff? - Aaron Perzanowski,2024-11-20,577787,18864,Education,1015,27,YoutubeAPI,673
What staying up all night does to your brain - Anna Rothschild,2024-11-20,4139595,192391,Education,4193,27,YoutubeAPI,674
Can you solve the trickster god riddle? - Alex Rosenthal,2024-11-20,485445,13900,Education,661,27,YoutubeAPI,675
This could save lives— but are you willing to do it? - Michael Vazquez and Sarah Stroud,2024-11-20,348220,12390,Education,877,27,YoutubeAPI,676
Ugly History: The Armenian Genocide - Ümit Kurt,2024-11-20,438950,19392,Education,4305,27,YoutubeAPI,677
How does kidney transplant surgery work? - Alexander H. Toledo,2024-11-20,245563,7187,Education,331,27,YoutubeAPI,678
The real reason polio is so dangerous,2024-11-20,566053,16890,Education,963,27,YoutubeAPI,679
The curse of the monkey's paw - Iseult Gillespie,2024-11-20,511880,27098,Education,957,27,YoutubeAPI,680
How does extreme heat affect your body? - Carolyn Beans,2024-11-20,541916,16524,Education,672,27,YoutubeAPI,681
3 reasons why medications are so expensive in the US - Kiah Williams,2024-11-20,202087,7604,Education,502,27,YoutubeAPI,682
The dungeon master's riddle - Alex Rosenthal,2024-11-20,600649,16109,Education,844,27,YoutubeAPI,683
What are those colors you see when you rub your eyes? - Paul CJ Taylor,2024-11-20,359281,11999,Education,307,27,YoutubeAPI,684
The real tale of the Monkey King in Heaven - Ji Hao,2024-11-20,367937,12312,Education,434,27,YoutubeAPI,685
This mushroom will kill you before you know what’s happening - Michael Beug,2024-11-20,870516,17904,Education,958,27,YoutubeAPI,686
Greek mythology’s greatest warrior - Iseult Gillespie,2024-11-20,879435,20516,Education,812,27,YoutubeAPI,687
