Title,Published_date,Views,Likes,Categories,Comments,Category_id,Source,Title_id
The NEW Bendable Monitor,2024-11-20,574427,9538,Science & Technology,66,28,YoutubeAPI,221
It's Practically Invisible...,2024-11-20,2994880,129144,Science & Technology,754,28,YoutubeAPI,222
Up to 100 inches...,2024-11-20,606385,8747,Science & Technology,30,28,YoutubeAPI,223
The BMW M Motorsport Smartphone,2024-11-20,1096106,83356,Science & Technology,86,28,YoutubeAPI,224
Samsung Quietly Launches a Better Folding Phone (HANDS ON),2024-11-20,1971905,30204,Science & Technology,1768,28,YoutubeAPI,225
Time to Get your Time Back ⏰,2024-11-20,1110831,6687,Science & Technology,39,28,YoutubeAPI,226
I can’t stop…,2024-11-20,1211173,14540,Science & Technology,137,28,YoutubeAPI,227
Never Seen an SUV do All This,2024-11-20,1538328,40030,Science & Technology,1691,28,YoutubeAPI,228
Unbelievably Thin...,2024-11-20,1451773,26346,Science & Technology,190,28,YoutubeAPI,229
The First ALL SCREEN Laptop...,2024-11-20,1617142,24755,Science & Technology,984,28,YoutubeAPI,230
Smartphone Camera to the EXTREME,2024-11-20,1026238,9921,Science & Technology,185,28,YoutubeAPI,231
Unboxing the Denvix PowerX Power Bank,2024-11-20,1025901,8948,Science & Technology,39,28,YoutubeAPI,232
Unboxing the Denvix PowerX Power Bank,2024-11-20,1068046,7394,Science & Technology,197,28,YoutubeAPI,232
World's Highest Screen-to-Body Ratio Smartphone,2024-11-20,1212046,30036,Science & Technology,1462,28,YoutubeAPI,233
Look How Tiny This is...,2024-11-20,1559962,21287,Science & Technology,44,28,YoutubeAPI,234
Smallest 4K POV Camera...,2024-11-20,1121698,6747,Science & Technology,142,28,YoutubeAPI,235
All-in-One,2024-11-20,1091437,10289,Science & Technology,40,28,YoutubeAPI,236
Which one would you pick?,2024-11-20,1214627,6609,Science & Technology,36,28,YoutubeAPI,237
Black Friday Deals for 2024,2024-11-20,987380,5565,Science & Technology,141,28,YoutubeAPI,238
Eightsleep is on SALE,2024-11-20,1185496,5169,Science & Technology,26,28,YoutubeAPI,239
No Charging Required,2024-11-20,1171799,12231,Science & Technology,65,28,YoutubeAPI,240
Upgrade Your Gaming Experience...,2024-11-20,1144347,19855,Science & Technology,169,28,YoutubeAPI,241
Is Your PS5 OVERHEATING?,2024-11-20,1061940,8117,Science & Technology,132,28,YoutubeAPI,242
OLED AND 360Hz Gaming!?,2024-11-20,1025236,10325,Science & Technology,107,28,YoutubeAPI,243
You've Never Seen a Lamp Like This...,2024-11-20,1004033,14101,Science & Technology,225,28,YoutubeAPI,244
Bigger is Better 👀,2024-11-20,1566331,17356,Science & Technology,59,28,YoutubeAPI,245
The First Snapdragon ELITE Smartphone...,2024-11-20,1051444,28141,Science & Technology,574,28,YoutubeAPI,246
"Zodiac Isn’t Sure Who The Real Killer Is, But David Fincher Might Be | CineFix Top 100",2024-11-20,16699,421,Film & Animation,96,1,YoutubeAPI,247
Top 10 Movie Mysteries of All Time | A CineFix Movie List,2024-11-20,128370,4090,Film & Animation,378,1,YoutubeAPI,248
Top 10 Apocalypse Movies of All Time | A CineFix Movie List,2024-11-20,128776,4597,Entertainment,488,24,YoutubeAPI,249
Wolf Man Director Leigh Whannell Picks His Favorite Shots from His Career | My Best Shots,2024-11-20,10896,473,Entertainment,40,24,YoutubeAPI,250
Top 10 Movies of 2024 | A CineFix Movie List,2024-11-20,338222,9261,Film & Animation,676,1,YoutubeAPI,251
Die Hard Is The Sequel To The Book Seven Samurai Wrote On Action | CineFix Top 100,2024-11-20,17505,576,Film & Animation,146,1,YoutubeAPI,252
"Robert Eggers Picks His Favorite Shots from Nosferatu, The Witch, and More | My Best Shots",2024-11-20,258915,6284,Entertainment,226,24,YoutubeAPI,253
Planet of the Apes HAD to Star a Big Old Jerk | CineFix Top 100,2024-11-20,13383,408,Film & Animation,81,1,YoutubeAPI,254
The Truman Show Makes You Its Main Character | CineFix Top 100,2024-11-20,18245,521,Entertainment,116,24,YoutubeAPI,255
The Dark Knight’s Best Line of Dialogue Is Coming True | CineFix Top 100,2024-11-20,21171,589,Film & Animation,235,1,YoutubeAPI,256
Toy Story Is One of the Most Consequential Movies Ever Made | CineFix Top 100,2024-11-20,14794,496,Entertainment,108,24,YoutubeAPI,257
The 3 Secrets to a Ridley Scott Battle Scene,2024-11-20,13856,627,Film & Animation,31,1,YoutubeAPI,258
One of Us Does NOT Like Kill Bill Vol. 1 | CineFix Top 100,2024-11-20,16797,506,Entertainment,128,24,YoutubeAPI,259
OSS 117 Is Pitch Perfect Connery Era Bond Parody | CineFix Top 100,2024-11-20,12722,367,Entertainment,78,24,YoutubeAPI,260
Alien is a B-Movie Done In an A+ Way | CineFix Top 100,2024-11-20,20583,641,Entertainment,111,24,YoutubeAPI,261
The Naked Gun Might Be The Last Great Spoof  | CineFix Top 100,2024-11-20,27828,661,Film & Animation,200,1,YoutubeAPI,262
Top 10 Political Films of All Time | A CineFix Movie List,2024-11-20,106707,4560,Entertainment,486,24,YoutubeAPI,263
They Live is a B-Movie But the ‘B’ Stands for Brilliant | CineFix Top 100,2024-11-20,18816,645,Film & Animation,115,1,YoutubeAPI,264
Anchorman's Greatest Gift to Cinema Is How Quotable It Is | CineFix Top 100,2024-11-20,16101,459,Entertainment,104,24,YoutubeAPI,265
"John Wick Showed Hollywood How to Save Itself, But No One Paid Attention",2024-11-20,117128,3934,Entertainment,328,24,YoutubeAPI,266
Ikiru Isn’t The First Kurosawa You Think Of (But Maybe It Should Be) | CineFix Top 100,2024-11-20,11566,347,Film & Animation,61,1,YoutubeAPI,267
Francis Ford Coppola Picks His Favorite Shots From His Most Iconic Movies | My Best Shots,2024-11-20,39210,1188,Film & Animation,59,1,YoutubeAPI,268
Uncut Gems Is Peak ‘New York Dirtbag’ Cinema | CineFix Top 100,2024-11-20,15035,414,Entertainment,105,24,YoutubeAPI,269
Blade Runner 2049 Is The Artsiest Big Budget Sci Fi Can Get | CineFix Top 100,2024-11-20,23892,848,Entertainment,149,24,YoutubeAPI,270
CineFix Top 100 Is BACK For Season 3,2024-11-20,7645,362,Film & Animation,45,1,YoutubeAPI,271
Beetlejuice Goes Hawaiian: The Bonkers Sequel We Almost Got,2024-11-20,31532,1192,Entertainment,131,24,YoutubeAPI,272
When Exactly Did The Alien Movies Stop Being About Space Truckers?,2024-11-20,75292,2471,Entertainment,281,24,YoutubeAPI,273
"Doug Liman Picks His Favorite Shots From The Instigators, Mr. and Mrs. Smith, & More | My Best Shots",2024-11-20,20280,660,Entertainment,48,24,YoutubeAPI,274
"MaXXXine Director Ti West Picks His Favorite Shots From X, Pearl, The House of the Devil and More",2024-11-20,39168,898,Film & Animation,36,1,YoutubeAPI,275
Top 10 Buddy Cop Movies of All Time,2024-11-20,70402,2250,Entertainment,499,24,YoutubeAPI,276
Le Samouraï is The Original ‘Cool’ Hit Man w/ Director Richard Linklater | CineFix Top 100,2024-11-20,24866,480,Film & Animation,54,1,YoutubeAPI,277
War Rigged: How Mad Max Pulled Off Five Decades of Mayhem,2024-11-20,24265,873,Entertainment,81,24,YoutubeAPI,278
"George Miller Picks His Best Shots From His Most Iconic Movies (Mad Max, Furiosa, Babe)",2024-11-20,70196,2121,Entertainment,109,24,YoutubeAPI,279
"Greig Fraser Picks His Best Shots From His Most Iconic Movies (Dune, The Batman, Rogue One)",2024-11-20,93300,3444,Film & Animation,100,1,YoutubeAPI,280
"David Leitch Picks a Favorite Shot From Each of His Movies (Deadpool 2, John Wick) | My Best Shots",2024-11-20,30768,862,Entertainment,24,24,YoutubeAPI,281
Boogie Nights Is A Perfect Horny Boy Family Movie | CineFix Top 100,2024-11-20,21054,460,Film & Animation,87,1,YoutubeAPI,282
Jaws Might Be The Luckiest Mistake In Movie History | CineFix Top 100,2024-11-20,28745,689,Entertainment,156,24,YoutubeAPI,283
"The Warriors Is Sweaty, Grainy, Dirty and Awesome | CineFix Top 100",2024-11-20,19687,523,Entertainment,130,24,YoutubeAPI,284
Alex Garland Picks a Favorite Shot From Each of His Most Iconic Movies | My Best Shots,2024-11-20,61153,1614,Entertainment,61,24,YoutubeAPI,285
La Haine Is Tough Guy Posturing At Its Finest | CineFix Top 100,2024-11-20,14877,377,Entertainment,79,24,YoutubeAPI,286
Hot Fuzz Is A Buddy Cop Love Story | CineFix Top 100,2024-11-20,28068,700,Entertainment,122,24,YoutubeAPI,287
"Princess Mononoke Is Beautiful, But Does It Have Rizz? | CineFix Top 100",2024-11-20,19486,545,Entertainment,276,24,YoutubeAPI,288
Prince Ashitaka vs  Robin Hood v1,2024-11-20,15475,280,Film & Animation,43,1,YoutubeAPI,289
Being There Is Cinema’s Greatest Rorschach Test | CineFix Top 100,2024-11-20,19470,431,Entertainment,101,24,YoutubeAPI,290
The ‘Burbs Taps Into Every Suburban American’s Fear | CineFix Top 100,2024-11-20,16289,388,Entertainment,107,24,YoutubeAPI,291
Top 10 International Feature Oscar Winners of All Time,2024-11-20,68446,2078,Entertainment,231,24,YoutubeAPI,292
Rear Window Is Hitchcock’s Most Technically Impressive Film | CineFix Top 100,2024-11-20,23469,633,Entertainment,116,24,YoutubeAPI,293
Denis Villeneuve Picks a Favorite Shot From Each of His Most Iconic Movies | My Best Shots,2024-11-20,709095,19369,Entertainment,639,24,YoutubeAPI,294
Monty Python And The Holy Grail Gleefully Skewers The Filmmaking Process | CineFix Top 100,2024-11-20,29362,685,Entertainment,158,24,YoutubeAPI,295
Disney’s Robin Hood: What The F*** Is This Doing Here? | CineFix Top 100,2024-11-20,27015,595,Entertainment,203,24,YoutubeAPI,296
H-1B Visa Debate: Are Foreign Workers Taking American Tech Jobs?,2024-11-20,132379,1782,News & Politics,837,25,YoutubeAPI,297
"How China Could Beat The U.S. To Nuclear Fusion, As AI Power Needs Surge",2024-11-20,296202,4972,News & Politics,1917,25,YoutubeAPI,298
Why Toll Text Scams Are Out Of Control,2024-11-20,403555,6287,News & Politics,1176,25,YoutubeAPI,299
How Americans Will Pay For Trump's Canadian Tariffs,2024-11-20,488233,4329,News & Politics,4969,25,YoutubeAPI,300
What Trump's $5 Million 'Gold Card' Visa Means For Rich Immigrants,2024-11-20,127047,1529,News & Politics,565,25,YoutubeAPI,301
Why Aluminum Tariffs May Be Pricey For Americans,2024-11-20,779740,9171,News & Politics,3155,25,YoutubeAPI,302
Why Estée Lauder Is Spending $1.5 Billion On A Makeover,2024-11-20,106312,1542,News & Politics,250,25,YoutubeAPI,303
"Tariffs raise prices but aren't technically inflationary, says tax expert",2024-11-20,6754,181,News & Politics,31,25,YoutubeAPI,304
Why Beyond Meat And The Plant-Based Meat Industry Couldn't Live Up To The Hype,2024-11-20,877649,9732,News & Politics,3482,25,YoutubeAPI,305
"Why Airlines Demand For First-Class Seats Delayed Boeing, Airbus Production",2024-11-20,150984,1544,News & Politics,181,25,YoutubeAPI,306
Why Tesla Stock Is Threatened By Trump's EV Cuts,2024-11-20,362926,3743,News & Politics,1036,25,YoutubeAPI,307
How Facebook Marketplace Amassed More Shoppers Than Amazon,2024-11-20,204184,2939,News & Politics,262,25,YoutubeAPI,308
What went wrong for Spirit Airlines?,2024-11-20,9107,211,News & Politics,12,25,YoutubeAPI,309
"How International Brands Like Primark, Uniqlo And Mango Won Over America",2024-11-20,248894,2924,News & Politics,272,25,YoutubeAPI,310
"Soaring AI power demand has Google, Microsoft and Amazon scrambling for more energy sources",2024-11-20,9723,279,News & Politics,18,25,YoutubeAPI,311
Why Toyota And Honda Are Investing In Space Technologies,2024-11-20,99744,1622,News & Politics,200,25,YoutubeAPI,312
Why Nursing Homes And Hospice Are So Expensive In The U.S.,2024-11-20,142616,2268,News & Politics,463,25,YoutubeAPI,313
Why it's so hard to find starter homes in the U.S.,2024-11-20,5709,149,News & Politics,6,25,YoutubeAPI,314
No Speed Limits In Germany? Why The U.S. Doesn’t Have An Autobahn,2024-11-20,811410,13270,Autos & Vehicles,2989,2,YoutubeAPI,315
China Coffee Wars — Why Starbucks Is Losing The Battle With Luckin,2024-11-20,505074,5314,News & Politics,1718,25,YoutubeAPI,316
"More Americans are living in malls, as developers get creative to help ease the housing crisis",2024-11-20,16992,428,News & Politics,17,25,YoutubeAPI,317
"How Google, Microsoft And Amazon Are Racing To Solve The AI Energy Crisis",2024-11-20,434388,5863,News & Politics,586,25,YoutubeAPI,318
How Sketchy Chemicals Like Red No. 3 End Up In U.S. Food,2024-11-20,287522,5448,News & Politics,937,25,YoutubeAPI,319
Why The U.S. Has A Health Care Claim Denial Problem,2024-11-20,191487,3759,News & Politics,1367,25,YoutubeAPI,320
What Is AI Distillation — And How DeepSeek Used It To Blindside OpenAI,2024-11-20,344516,4511,News & Politics,738,25,YoutubeAPI,321
Why Walmart Is Going After Wealthy Shoppers,2024-11-20,561271,6091,News & Politics,1723,25,YoutubeAPI,322
Why President Trump's meme coin is raising alarm bells,2024-11-20,16140,292,News & Politics,41,25,YoutubeAPI,323
Can Boeing Overcome Their Recent Challenges? | CNBC Marathon,2024-11-20,332636,3038,News & Politics,541,25,YoutubeAPI,324
Trump tariffs are coming — here's how U.S. businesses are avoiding them,2024-11-20,21832,472,News & Politics,30,25,YoutubeAPI,325
Will Privatizing Fannie Mae And Freddie Mac Mean Higher Mortgage Rates?,2024-11-20,303771,3057,News & Politics,580,25,YoutubeAPI,326
Why A Shortage Of Airplane Mechanics Is Aviation's Next Challenge,2024-11-20,249844,4425,News & Politics,1282,25,YoutubeAPI,327
How Private Equity Is Behind Red Lobster And TGI Fridays' Bankruptcies,2024-11-20,254362,3139,News & Politics,397,25,YoutubeAPI,328
Why restaurants have become so important to shopping malls,2024-11-20,15709,301,News & Politics,11,25,YoutubeAPI,329
How America Got Hooked On Cars,2024-11-20,415197,7714,News & Politics,2144,25,YoutubeAPI,330
The Race For Chip Dominance | CNBC Marathon,2024-11-20,307076,3308,News & Politics,313,25,YoutubeAPI,331
How Uniqlo Won Over North America,2024-11-20,895716,10443,News & Politics,1026,25,YoutubeAPI,332
Can New Orleans Save Its Homes From Flooding Again?,2024-11-20,147285,2151,News & Politics,308,25,YoutubeAPI,333
How 20-year-old Google Maps aims to stay ahead using generative AI,2024-11-20,32067,441,News & Politics,11,25,YoutubeAPI,334
Why More Americans Are Being Pushed Into Poverty | CNBC Marathon,2024-11-20,860691,12176,News & Politics,5069,25,YoutubeAPI,335
Why the U.S. has a home insurance crisis,2024-11-20,6570,210,News & Politics,19,25,YoutubeAPI,336
Why President Trump’s Meme Coin Is Raising Alarm Bells,2024-11-20,88637,1073,News & Politics,655,25,YoutubeAPI,337
Why Mercedes Has A Better Driver Assist System Than Tesla’s Autopilot,2024-11-20,239697,3413,News & Politics,1481,25,YoutubeAPI,338
Why the U.S. doesn't have 'super apps' like China's WeChat,2024-11-20,7506,198,News & Politics,20,25,YoutubeAPI,339
"How Companies Are Dodging Trump Tariffs On Canada, Mexico And China",2024-11-20,4190463,33553,News & Politics,12812,25,YoutubeAPI,340
Why Zyn Pouches Have Taken Off In The U.S.,2024-11-20,460122,4290,News & Politics,961,25,YoutubeAPI,341
It’s Not Just LA! Why U.S. Water Systems Fail In Massive Fire Fights,2024-11-20,62852,1110,News & Politics,367,25,YoutubeAPI,342
"How Bluesky, Twitter's onetime side project, is challenging Elon Musk's X",2024-11-20,13083,229,News & Politics,14,25,YoutubeAPI,343
What’s Troubling U.S. Cities | CNBC Marathon,2024-11-20,499914,3713,News & Politics,922,25,YoutubeAPI,344
What Happens When Home Insurance Companies Run Out Of Cash,2024-11-20,512024,5620,News & Politics,1728,25,YoutubeAPI,345
Is It Possible For Trump To Actually Buy Greenland?,2024-11-20,814074,7714,News & Politics,4645,25,YoutubeAPI,346
"Yaariyan: ABCD - Trending Version (Lyrics) | Yo Yo Honey Singh | Divya Khossla | Himansh K, Rakul P",2024-11-20,13594,3076,Music,293,10,YoutubeAPI,347
Mehsoos (Song)💘 Shushant & Viidhi | Abhay Jodhpurkar | Pintu Ki Pappi | #YTShortsIndia,2024-11-20,16260,357,Music,14,10,YoutubeAPI,348
"Pintu Ki Pappi: Mehsoos (Song) | Shushant, Viidhi | Abhay Jodhpurkar | Ankit, Abhinav | Raman R",2024-11-20,63013,1549,Music,153,10,YoutubeAPI,349
Yo Yo Honey Singh Arriving in SWAG😍🔥 | Shopping List | Leo Grewal,2024-11-20,15060,962,Music,39,10,YoutubeAPI,350
"Tu Hi Mera (Lyrical Video): Mithoon,Meghana | Divya Khossla | Sayeed Q | Tu Hi Mere Rab Ki Tarha Hai",2024-11-20,3983,138,Entertainment,27,24,YoutubeAPI,351
"Ziddi Girls: Dhaage (Song) | Nayantara Bhatkal | Aditya N. | IP Singh, Madhubanti Bagchi | Chakori",2024-11-20,3,73,Music,17,10,YoutubeAPI,352
Neelkamal Singh & Sunny Leone😍🔥 with Ladki Deewani Song | #YTShorts,2024-11-20,25212,2172,Music,61,10,YoutubeAPI,353
Ladki Deewani (Music Video): Neelkamal Singh | Sunny Leone | R Jay Kang | Ashutosh | T-Series,2024-11-20,1382240,103765,Music,9719,10,YoutubeAPI,354
"Yaariyan: Baarish - Trending Version (Lyrics): Himansh K, Rakul P | Divya K | Mohd. Irfan | Mithoon",2024-11-20,17128,562,Music,98,10,YoutubeAPI,355
"TIK TIK (Full Audio) : DYSTINCT, Vishal Mishra, Jacqueline | Tanishk, Kumaar, Amrita, YAM, Unleaded",2024-11-20,26842,798,Music,102,10,YoutubeAPI,356
"The Diplomat: Naina (Lyrics) John Abraham | Varun Jain, Romy, Anurag Saikia | Kausar M | Bhushan K",2024-11-20,99879,3243,Music,200,10,YoutubeAPI,357
Raat (Full Audio): Shen B | New Hindi Song | T-Series,2024-11-20,11472,209,Music,50,10,YoutubeAPI,358
Maro Dev Bapu Sevalal (Lyrical Video): Amruta Fadnavis | Kaamod Subhash | Nilesh Jalamkar | T-Series,2024-11-20,7185,219,Music,56,10,YoutubeAPI,359
"Superstar (Film Version)😍 Abhishek A Bachchan, Nora Fatehi & Inayat Verma | #YTShortsIndia",2024-11-20,30003,780,Music,21,10,YoutubeAPI,360
"Kade Dior 💲 Kade Chanel 😍 | Leo Grewal, Yo Yo Honey Singh | Shopping List",2024-11-20,6335,528,Music,21,10,YoutubeAPI,361
Be Happy: Superstar (Film Version) | Abhishek A Bachchan | Nora Fatehi | Inayat V | Mika S | Harsh,2024-11-20,101793,3204,Music,262,10,YoutubeAPI,362
"Tere Hawaale - Trending Version (Lyrics) | Aamir K | Kareena | Arijit, Shilpa | Laal Singh Chaddha",2024-11-20,95499,3182,Music,265,10,YoutubeAPI,363
"Chaar Kadam - Trending Version (Lyrics) | PK | Sushant Singh Rajput | Anushka Sharma | Shaan, Shreya",2024-11-20,39849,1080,Music,133,10,YoutubeAPI,364
Khulle Aasmaan (Lyrical Video) - Juss | MixSingh | Reem Sameer Shaikh | Gurinder Bawa | T-Series,2024-11-20,56964,1762,Music,153,10,YoutubeAPI,365
"Beparwaiyaan (Full Audio): Digvijay Rathee, Shefali B | IP Singh,Rajarshi,Amar Jalal,Balla |Faridkot",2024-11-20,10261,307,Music,53,10,YoutubeAPI,366
JAANLEWA (Lyrical Video): Amrit Maan | Mxrci | Amyra Dastur | Bhushan Kumar,2024-11-20,82436,3035,Music,203,10,YoutubeAPI,367
Public Opinion On #TheDiplomat 🇮🇳 | John Abraham | Sadia | Shivam Nair | Bhushan K | In Cinemas Now!,2024-11-20,18357,683,Music,31,10,YoutubeAPI,368
"Jee Le Zaraa - Trending Version (Lyrics) | Talaash  | Aamir Khan |Rani Mukherjee,Kareena Kapoor Khan",2024-11-20,61437,1626,Music,101,10,YoutubeAPI,369
"Guzarish - Trending Version (Lyrics) | Aamir Khan | Asin | Ghajini | A.R. Rahman | Javed A, Sonu N",2024-11-20,95759,3495,Music,271,10,YoutubeAPI,370
CRAZXY: Yun Hi Chale Gaye (Lyrical Video) | Sohum Shah | K.S.Chithra | Osho Jain | Sarthak Kalyani,2024-11-20,5228,120,Music,20,10,YoutubeAPI,371
"Artiste: Roye Har Pal Dil Ye (Lyrical) | Santosh | Krisheka | Soniya | Suresh B | James K,Ratanrishi",2024-11-20,52175,1612,Music,129,10,YoutubeAPI,372
"The Diplomat (Review): High Commission of India, London | John Abraham | Sadia | Shivam | Bhushan K",2024-11-20,28203,351,Music,28,10,YoutubeAPI,373
"Happy Birthday 😍 #AliaBhatt | Wishing you a year filled with love, success, and endless joy! 🎉💖",2024-11-20,28582,763,Music,17,10,YoutubeAPI,374
Happiest Birthday to the #OG🔥 Yo Yo Honey Singh😍🔥| #YoYoHoneySingh #YTShortsIndia,2024-11-20,34947,2744,Music,118,10,YoutubeAPI,375
Fauji 2: Naina Bole (Song) | Ankita Lokhande | Shreyas Puranik | Pratibha S | Prashant | Sandeep S,2024-11-20,1068700,27626,Music,1276,10,YoutubeAPI,376
"Maa Song- Trending Version (Lyrics) | Aamir Khan, Darsheel | Shankar Mahadevan | Taare Zameen Par",2024-11-20,53456,1456,Music,158,10,YoutubeAPI,377
"Wo Ladki Hai Kahan - Trending Version (Lyrics) | Dil Chahta Hai | Saif Ali Khan, Sonali Kulkarni",2024-11-20,69285,1640,Entertainment,108,24,YoutubeAPI,378
RETRO - GULL AINAA (Song) | Suriya | Karthik Subbaraj | Pooja Hegde | Santhosh Narayanan,2024-11-20,140312,8940,Music,383,10,YoutubeAPI,379
ULTIMATE HOLY PARTY HITS (NON-STOP SONGS) | BOLLYWOOD PARTY SONGS | T-SERIES,2024-11-20,52082,697,Music,59,10,YoutubeAPI,380
Khushalii Kumar 😍 - Rang Ishq ka 💕 | #Holi #YTShorts,2024-11-20,24324,726,Music,30,10,YoutubeAPI,381
BOLLYWOOD HOLI PARTY MASHUP NON-STOP | KEDROCK X SD STYLE | NON-STOP DANCE SONGS | HOLI SPECIAL,2024-11-20,471214,5935,Music,345,10,YoutubeAPI,382
"Balam Pichkari (Circuit Remix): Ranbir, Deepika | Holi Special | Kedrock, SD Style",2024-11-20,288691,2137,Music,98,10,YoutubeAPI,383
"Balam Pichkari (Remix): Ranbir K, Deepika P |Holi Special |Yeh Jawaani Hai Deewani |DJ Harsh,DJ Star",2024-11-20,367123,2846,Music,151,10,YoutubeAPI,384
"Honeymoon Title Track - Trending Version (Lyrics) | Gippy G, Jasmine B | Simar Kaur | B Praak, Jaani",2024-11-20,10268,216,Music,46,10,YoutubeAPI,385
"Highway: Sooha Saaha - Trending Version (Lyrics) | Alia Bhatt | A.R. Rahman, Randeep Hooda",2024-11-20,6455,165,Music,37,10,YoutubeAPI,386
Yaariyan: Sunny Sunny - Trending Version (Lyrics) | Yo Yo Honey Singh | Neha K | Divya K | Himansh K,2024-11-20,123007,5722,Music,480,10,YoutubeAPI,387
"The Diplomat (Audio Jukebox): John Abraham | A.R. Rahman | Hariharan | Manan Bhardwaj, Romy, Anurag",2024-11-20,42946,1077,Entertainment,83,24,YoutubeAPI,388
MANIAC 100M+ VIEWS😍🔥 | YO YO HONEY SINGH | ESHA GUPTA | GLORY | BHUSHAN KUMAR,2024-11-20,57539,4205,Music,47,10,YoutubeAPI,389
"The Diplomat: Ghar (Full Audio) John Abraham | Anurag Saikia, Varun Jain, Romy | Sadia Khatib",2024-11-20,9942,229,Music,18,10,YoutubeAPI,390
"The Diplomat: Naina (Full Audio) John Abraham | Varun Jain, Romy, Anurag Saikia, Kausar Munir",2024-11-20,6401,157,Music,35,10,YoutubeAPI,391
CRAZXY: Chann Ve (Video Song) | Sohum Shah | Gulzar | Sukhwinder Singh | Vishal Bhardwaj | Debarpito,2024-11-20,30270,741,Music,87,10,YoutubeAPI,392
Artiste: Roye Har Pal Dil Ye - Promo | Santosh | Krisheka | Soniya | Suresh B | James K | Ratanrishi,2024-11-20,6417,94,Music,21,10,YoutubeAPI,393
Pintu Ki Pappi: Bela Kali (Song) | Shushant | Ganesh Acharya | Narottam | Shafaat Ali | Shiv Hare,2024-11-20,1938403,51259,Music,3002,10,YoutubeAPI,394
RANG BARSE RELOADED: BOLLYWOOD HOLI MASHUP | NON-STOP DANCE SONGS | DJ SUNNY SINGH UK | T-SERIES,2024-11-20,902558,8827,Music,344,10,YoutubeAPI,395
"Fashion Ka Jalwa: Trending Version (Lyrical Video) | Priyanka Chopra, Kangana Ranaut|Salim- Sulaiman",2024-11-20,16805,294,Music,35,10,YoutubeAPI,396
"I’m $60,000 In Debt Because Of My Husband",2024-11-20,51948,2132,Howto & Style,346,26,YoutubeAPI,397
Being Child-Free Isn’t a Phase,2024-11-20,43645,4760,Howto & Style,398,26,YoutubeAPI,398
"it's lowkey giving recession, i fear",2024-11-20,316947,17928,Howto & Style,2041,26,YoutubeAPI,399
How To Avoid Being a Bitter Betty,2024-11-20,19212,2631,Howto & Style,71,26,YoutubeAPI,400
Retirement? In This Economy?😂,2024-11-20,15062,1033,Howto & Style,52,26,YoutubeAPI,401
The Classism of Travel Culture,2024-11-20,45558,6614,Howto & Style,429,26,YoutubeAPI,402
Rich Friend vs. Poor Friend,2024-11-20,7681,535,Howto & Style,13,26,YoutubeAPI,403
Who Gets a Pass for Being Rich?,2024-11-20,33922,2292,Howto & Style,56,26,YoutubeAPI,404
Set Plans in Motion Now,2024-11-20,7161,577,Howto & Style,3,26,YoutubeAPI,405
When We Thought The Future Would be Fine,2024-11-20,41629,3274,Howto & Style,109,26,YoutubeAPI,406
"Show Up, Be Present",2024-11-20,47432,5458,Howto & Style,148,26,YoutubeAPI,407
Is ‘Equal Partnership’ in Marriage a Scam?,2024-11-20,49365,3387,Howto & Style,125,26,YoutubeAPI,408
2025 Oscars Had Some… Moments,2024-11-20,34486,2838,Howto & Style,168,26,YoutubeAPI,409
"""Is My Broke Friend Jealous Of Me?""",2024-11-20,108724,3550,Howto & Style,705,26,YoutubeAPI,410
hi from your resident rich girl :),2024-11-20,144784,12710,Howto & Style,1989,26,YoutubeAPI,411
You Don’t Have to Sell Your Soul to Invest,2024-11-20,6993,419,Howto & Style,13,26,YoutubeAPI,412
Working Class Exhaustion is a Control Tactic,2024-11-20,28846,4169,Howto & Style,110,26,YoutubeAPI,413
"It's Not Left or Right, It's Up or Down",2024-11-20,258293,10715,Howto & Style,1035,26,YoutubeAPI,414
"Hope for the Best, But Have an Exit",2024-11-20,33474,3511,Howto & Style,152,26,YoutubeAPI,415
Financial Planning…But Make it Poly,2024-11-20,48665,3754,Howto & Style,233,26,YoutubeAPI,416
Your Wallet is a Political Tool—Use It Wisely,2024-11-20,62625,5271,Howto & Style,124,26,YoutubeAPI,417
Your CEO Hates Their Life and Wants You to Hate Yours Too,2024-11-20,13061,1933,Howto & Style,71,26,YoutubeAPI,418
Is Trump Going To Destroy The Banks? | Asked & Answered,2024-11-20,110641,5354,Howto & Style,565,26,YoutubeAPI,419
Friendship is a Privilege,2024-11-20,70607,7590,Howto & Style,324,26,YoutubeAPI,420
The Hidden Crisis: Men With No Close Friends,2024-11-20,86170,11246,Howto & Style,590,26,YoutubeAPI,421
"If You’re Always the Planner, Watch This",2024-11-20,47297,4116,Howto & Style,115,26,YoutubeAPI,422
"Your Wedding is a Celebration, Not a Shakedown",2024-11-20,41860,5923,Howto & Style,203,26,YoutubeAPI,423
"Dressing with Purpose, Not for Trends",2024-11-20,31319,2846,Howto & Style,130,26,YoutubeAPI,424
Free Workshop Alert,2024-11-20,11103,998,Howto & Style,55,26,YoutubeAPI,425
Love is NOT a financial plan,2024-11-20,38863,3688,Howto & Style,122,26,YoutubeAPI,426
Wealth = Safety Net,2024-11-20,47614,5447,Howto & Style,143,26,YoutubeAPI,427
Dividing Chores Equally,2024-11-20,16280,1689,Howto & Style,41,26,YoutubeAPI,428
Spoiler Alert: You are part of a community,2024-11-20,38854,6175,Howto & Style,191,26,YoutubeAPI,429
